Лемма	Тип	Класс	Залог	Форма	Лицо	Число	Время/наклонение	Примеры
samudīray	Verb	10	P.	samudairayat	Third	Sg.	"Imperfect ind"	"    3"
samuddhṛ	Verb	2	P.	samuddharat			"Present Ind."	"    3"
samudbhū	Verb	1	P.	samudabhūt	Third	Sg.	"Aorist Ind. Root."	"    3"
samudvah	Verb	1	P.	samudvahāmi	First	Sg.	"Present Ind."	"    3"
samunmiṣ	Verb	6	P.	samunmiṣat			"Present Ind."	"    3"
samupakram	Verb	1	Ā	samupakrānta			"Past Passive Participle"	"    3"
samupajan	Verb	4	Ā	samupajāta			"Past Passive Participle"	"    3"
samupadiś	Verb	6	Ā	samupadiśyate	Third	Sg.	"Present Passive"	"    3"
samupayā	Verb	2	P.	samupāyāt	Third	Sg.	"Imperfect ind"	"    3"
samupavah	Verb	1	P.	samupoḍha			"Past Passive Participle"	"    3"
samupāgam	Verb	1	P.	samupāgaman	Third	Pl.	"Aorist Ind. Them."	"    3"
samupāgam	Verb	1	P.	samupājagāma	Third	Sg.	"Perfect Ind."	"    3"
samupāgam	Verb	1	P.	samupājagmuḥ	Third	Pl.	"Perfect Ind."	"    3"
samupās	Verb	1	Ā	samupāsyate	Third	Sg.	"Present Passive"	"    3"
samupekṣ	Verb	1	Ā	samupekṣase	Second	Sg.	"Present Ind."	"    3"
samupekṣ	Verb	1	Ā	samupekṣate	Third	Sg.	"Present Ind."	"    3"
samupekṣ	Verb	1	Ā	samupekṣeta	Third	Sg.	"Pres. Potential"	"    3"
samubj	Verb	6	P.	samubjita			"Past Passive Participle"	"    3"
samullas	Verb	1	P.	samullasita			"Past Passive Participle"	"    3"
samullikh	Verb	6	P.	samullikhya			Absolutive	"    3"
same	Verb	2	P.	samaiti	Third	Sg.	"Present Ind."	"    3"
same	Verb	2	P.	samaitu	Third	Sg.	"Pres. Imp."	"    3"
sampat	Verb	1	Ā	saṃpatsyati	Third	Sg.	"Future Ind."	"    3"
sampad	Verb	4	P.	sampatsyante	Third	Pl.	"Future Ind."	"    3"
samparigrah	Verb	9	Ā	samparigṛhya			Absolutive	"    3"
samparivṛt	Verb	1	Ā	samparivartamāna			"Present Ind."	"    3"
sampariśri	Verb	1	P.	saṃpariśrita			"Past Passive Participle"	"    3"
sampā	Verb	1	Ā	sampīta			"Past Passive Participle"	"    3"
sampothay	Verb	10	P.	samapothayat	Third	Sg.	"Imperfect ind"	"    3"
sampūjay	Verb	10	Ā	sampūjayāmi	First	Sg.	"Present Ind."	"    3"
sampūjay	Verb	10	Ā	sampūjayitvā			Absolutive	"    3"
samprakram	Verb	6	P.	sampracakrame	Third	Sg.	"Perfect Ind."	"    3"
sampracoday	Verb	10	P.	sampracodita			"Past Passive Participle"	"    3"
sampracch	Verb	6	Ā	saṃpraṣṭum			Infinitive	"    3"
sampraṇī	Verb	1	P.	sampraṇīta			"Past Passive Participle"	"    3"
sampratāpay	Verb	10	P.	sampratāpya			Absolutive	"    3"
sampratijñā	Verb	9	P.	sampratijñāta			"Past Passive Participle"	"    3"
sampratī	Verb	2	P.	sampratīta			"Past Passive Participle"	"    3"
sampradā	Verb	3	P.	sampradāsyati	Third	Sg.	"Future Ind."	"    3"
sampradā	Verb	3	P.	sampradadau	Third	Sg.	"Perfect Ind."	"    3"
sampradā	Verb	3	P.	sampradīyatām	Third	Sg.	"Pres. Imperative Passive"	"    3"
sampradā	Verb	3	P.	sampradatta			"Past Passive Participle"	"    3"
sampradīpay	Verb	10	P.	sampradīpita			"Past Passive Participle"	"    3"
sampradṛś	Verb	4	Ā	samprapaśyanti	Third	Pl.	"Present Ind."	"    3"
sampradṛś	Verb	4	Ā	sampradṛśya			Absolutive	"    3"
sampradru	Verb	1	Ā	sampradudruvuḥ	Third	Pl.	"Perfect Ind."	"    3"
sampradhāray	Verb	10	P.	sampradhāryatām	Third	Sg.	"Pres. Imperative Passive"	"    3"
samprapad	Verb	4	Ā	samprapadyate	Third	Sg.	"Present Ind."	"    3"
sampramuc	Verb	6	P.	sampramucya			Absolutive	"    3"
samprayam	Verb	6	P.	samprayacchasi	Second	Sg.	"Present Ind."	"    3"
samprayam	Verb	6	P.	samprayaccha	Second	Sg.	"Pres. Imp."	"    3"
samprayam	Verb	6	P.	samprayacchat			"Present Ind."	"    3"
samprayā	Verb	2	P.	samprayāti	Third	Sg.	"Present Ind."	"    3"
samprayā	Verb	2	P.	samprāyāt	Third	Sg.	"Imperfect ind"	"    3"
samprayudh	Verb	4	P.	samprayudhyat			"Present Ind."	"    3"
sampravac	Verb	3	Ā	samprocya			Absolutive	"    3"
sampraviś	Verb	6	Ā	sampraviśet	Third	Sg.	"Pres. Potential"	"    3"
sampravṛt	Verb	1	Ā	sampravarteran	Third	Pl.	"Pres. Potential"	"    3"
samprasad	Verb	1	P.	samprasīdati	Third	Sg.	"Present Ind."	"    3"
samprasad	Verb	1	P.	samprasīdanti	Third	Pl.	"Present Ind."	"    3"
samprasad	Verb	1	P.	samprasanna			"Past Passive Participle"	"    3"
samprasū	Verb	4	P.	samprasūyate	Third	Sg.	"Present Ind."	"    3"
samprasū	Verb	4	P.	samprasūyata	Third	Sg.	"Imperfect ind"	"    3"
samprahṛ	Verb	1	Ā	samprajahrāte	Third	Du.	"Perfect Ind."	"    3"
samprāp	Verb	5	Ā	samprāpnuvanti	Third	Pl.	"Present Ind."	"    3"
samprāp	Verb	5	Ā	samprāpsyati	Third	Sg.	"Future Ind."	"    3"
samprārthay	Denom.	0	P.	saṃprārthya			Absolutive	"    3"
sampre	Verb	2	P.	sampreṣyati	Third	Sg.	"Future Ind."	"    3"
samplu	Verb	1	P.	saṃplavate	Third	Sg.	"Present Ind."	"    3"
sambudh	Verb	4	P.	samabudhyata	Third	Sg.	"Imperfect ind"	"    3"
sambodhay	Verb	10	P.	saṃbodhayāmaḥ	First	Pl.	"Present Ind."	"    3"
sambhakṣ	Verb	1	P.	saṃbhakṣyamāṇa			"Present Passive"	"    3"
sambhāṣ	Verb	1	P.	sambhāṣate	Third	Sg.	"Present Ind."	"    3"
sambhāṣ	Verb	1	P.	sambhāṣita			"Past Passive Participle"	"    3"
sambhuj	Verb	7	P.	saṃbhukta			"Past Passive Participle"	"    3"
sambhuj	Verb	7	P.	saṃbhojya			"Future passive particle"	"    3"
sambhū	Verb	1	Ā	sambhavāmi	First	Sg.	"Present Ind."	"    3"
sambhū	Verb	1	Ā	sambhaviṣyasi	Second	Sg.	"Future Ind."	"    3"
sambhū	Verb	1	Ā	sambhaviṣyanti	Third	Pl.	"Future Ind."	"    3"
sambhū	Verb	1	Ā	samabhavatām	Third	Du.	"Imperfect ind"	"    3"
sambhū	Verb	1	Ā	samabhūvan	Third	Pl.	"Aorist Ind. Root."	"    3"
sambhū	Verb	1	Ā	saṃbhavāva	First	Du.	"Pres. Imp."	"    3"
sambhū	Verb	1	Ā	saṃbhavantu	Third	Pl.	"Pres. Imp."	"    3"
sambhāvay	Verb	10	Ā	saṃbhāvanīya			"Future passive particle"	"    3"
sambhṛ	Verb	3	Ā	saṃbhriyantu	Third	Pl.	"Pres. Imperative Passive"	"    3"
sambhram	Verb	1	P.	saṃbhramanti	Third	Pl.	"Present Ind."	"    3"
sambhram	Verb	1	P.	saṃbhramat			"Present Ind."	"    3"
sammīlay	Verb	10	P.	saṃmīlya			Absolutive	"    3"
sammūrch	Verb	1	P.	saṃmūrchati	Third	Sg.	"Present Ind."	"    3"
sammuh	Verb	4	P.	saṃmumuhuḥ	Third	Pl.	"Perfect Ind."	"    3"
sammuh	Verb	4	P.	saṃmuhyat			"Present Ind."	"    3"
sammṛj	Verb	6	Ā	saṃmṛjantu	Third	Pl.	"Pres. Imp."	"    3"
sammṛś	Verb	6	P.	saṃmṛśati	Third	Sg.	"Present Ind."	"    3"
sāndrībhū	Verb	1	P.	sāndrībhūya			Absolutive	"    3"
huṁkṛ	Verb	8	P.	huṃkṛtya			Absolutive	"    3"
śītkṛ	Verb	8	Ā	sītkṛta			"Past Passive Participle"	"    3"
abhivāday	Verb	10	Ā	abhivādayanti	Third	Pl.	"Present Ind."	"    3"
abhivāday	Verb	10	Ā	abhivādayitum			Infinitive	"    3"
arcay	Verb	10	Ā	ārcayat	Third	Sg.	"Imperfect ind"	"    3"
arcay	Verb	10	Ā	arcayiṣyāmi	First	Sg.	"Future Ind."	"    3"
arcay	Verb	10	Ā	arcayeta	Third	Sg.	"Pres. Potential"	"    3"
arcay	Verb	10	Ā	arcayitavya			"Future passive particle"	"    3"
bhasmībhū	Verb	1	P.	bhasmībhavet	Third	Sg.	"Pres. Potential"	"    3"
jāray	Verb	10	Ā	jāryamāṇa			"Present Passive"	"    3"
uttaṁsay	Verb	10	Ā	uttaṃsita			"Past Passive Participle"	"    3"
puṭ	Verb	6	P.	puṭanīya			"Future passive particle"	"    3"
abhyudīr	Verb	2	Ā	abhyudīrṇa			"Past Passive Participle"	"    3"
śamay	Verb	10	Ā	śamayantu	Third	Pl.	"Pres. Imp."	"    3"
śamay	Verb	10	Ā	aśamayat	Third	Sg.	"Imperfect ind"	"    3"
śamay	Verb	10	Ā	śamayiṣyāmi	First	Sg.	"Future Ind."	"    3"
cikits	Desid.	0	Ā	cikitsatu	Third	Sg.	"Pres. Imp."	"    3"
sarpay	Verb	10	P.	sarpita			"Past Passive Participle"	"    3"
abhyas	Verb	1	Ā	abhyasyanti	Third	Pl.	"Present Ind."	"    3"
abhyas	Verb	1	Ā	abhyasate	Third	Sg.	"Present Ind."	"    3"
saṁpaś	Verb	4	Ā	saṃpaśyāmaḥ	First	Pl.	"Present Ind."	"    3"
saṁpaś	Verb	4	Ā	saṃpaśyamāna			"Present Passive"	"    3"
kṣapay	Verb	10	Ā	kṣapayāmi	First	Sg.	"Present Ind."	"    3"
kṣapay	Verb	10	Ā	kṣapayate	Third	Sg.	"Present Ind."	"    3"
kṣapay	Verb	10	Ā	kṣapayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    3"
kṣapay	Verb	10	Ā	kṣapaya	Second	Sg.	"Pres. Imp."	"    3"
nirūpay	Denom.	0	P.	nirūpayāmi	First	Sg.	"Present Ind."	"    3"
nirūpay	Denom.	0	P.	nyarūpyata	Third	Sg.	"Imperfect Ind. Passive "	"    3"
antardhāray	Verb	10	P.	antardhārayat			"Present Ind."	"    3"
svīkṛ	Verb	8	Ā	svīkariṣyāmi	First	Sg.	"Future Ind."	"    3"
svīkṛ	Verb	8	Ā	svīkriyate	Third	Sg.	"Present Passive"	"    3"
svīkṛ	Verb	8	Ā	svīkuruṣva	Second	Sg.	"Pres. Imp."	"    3"
svīkṛ	Verb	8	Ā	svīkārya			"Future passive particle"	"    3"
sphāray	Verb	10	Ā	sphārita			"Past Passive Participle"	"    3"
visphāray	Verb	10	Ā	visphāryamāṇa			"Present Passive"	"    3"
visphāray	Verb	10	Ā	visphārayāṇa			"Present Ind."	"    3"
avalambay	Verb	10	P.	avalambya			Absolutive	"    3"
āpūray	Verb	10	Ā	āpūrayanti	Third	Pl.	"Present Ind."	"    3"
āpūray	Verb	10	Ā	āpūrayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    3"
saṁdhukṣ	Verb	1	Ā	saṃdhukṣyamāṇa			"Present Passive"	"    3"
saṁdhukṣay	Verb	10	P.	saṃdhukṣayet	Third	Sg.	"Pres. Potential"	"    3"
kumbhay	Denom.	0	P.	kumbhayet	Third	Sg.	"Pres. Potential"	"    3"
kumbhay	Denom.	0	P.	kumbhayitvā			Absolutive	"    3"
cetay	Verb	10	Ā	acetayat	Third	Sg.	"Imperfect ind"	"    3"
namaskṛ	Verb	8	Ā	namaskartavya			"Future passive particle"	"    3"
sphuṭībhū	Verb	1	P.	sphuṭībhaviṣyati	Third	Sg.	"Future Ind."	"    3"
tanmayībhū	Verb	1	P.	tanmayībhūta			"Past Passive Participle"	"    3"
sampāday	Verb	10	Ā	sampādayanti	Third	Pl.	"Present Ind."	"    3"
sampāday	Verb	10	Ā	saṃpādaya	Second	Sg.	"Pres. Imp."	"    3"
praśamay	Verb	10	P.	praśamayya			Absolutive	"    3"
niveday	Verb	10	Ā	nivedayeyuḥ	Third	Pl.	"Pres. Potential"	"    3"
niveday	Verb	10	Ā	nivedayata	Second	Pl.	"Pres. Imp."	"    3"
niveday	Verb	10	Ā	nivedayiṣyat			"Future Ind."	"    3"
niveday	Verb	10	Ā	niveditavat			"Past Active Participle"	"    3"
vijñapay	Verb	10	P.	vyajijñapan	Third	Pl.	"Aorist Ind. Red."	"    3"
gopay	Verb	10	Ā	gopayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    3"
gopay	Verb	10	Ā	gopayat			"Present Ind."	"    3"
gopay	Verb	10	Ā	gopyamāna			"Present Passive"	"    3"
marjay	Verb	10	Ā	marjayat			"Present Ind."	"    3"
vyāprī	Verb	9	P.	vyāpriyamāṇa			"Present Passive"	"    3"
udbhāvay	Verb	10	Ā	udbhāvanīya			"Future passive particle"	"    3"
prāduras	Verb	2	P.	prādurāstām	Third	Du.	"Imperfect ind"	"    3"
dṛḍhīkṛ	Verb	8	P.	dṛḍhīkaroti	Third	Sg.	"Present Ind."	"    3"
dṛḍhīkṛ	Verb	8	P.	dṛḍhīkartum			Infinitive	"    3"
prādurbhū	Verb	1	P.	prādurbhūyate	Third	Sg.	"Present Passive"	"    3"
vaśīkṛ	Verb	8	Ā	vaśīkuryāt	Third	Sg.	"Pres. Potential"	"    3"
ukṣay	Verb	10	Ā	ukṣayet	Third	Sg.	"Pres. Potential"	"    3"
prāśay	Verb	10	P.	prāśita			"Past Passive Participle"	"    3"
anuvidhā	Verb	3	Ā	anuvidhīyante	Third	Pl.	"Present Passive"	"    3"
samarpay	Verb	10	Ā	samarpayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    3"
uddhṛ	Verb	1	Ā	uddhariṣyati	Third	Sg.	"Future Ind."	"    3"
uddhṛ	Verb	1	Ā	uddhārya			"Future passive particle"	"    3"
uddhṛ	Verb	1	Ā	uddhṛtavat			"Past Active Participle"	"    3"
rakṣay	Verb	10	P.	rakṣayitvā			Absolutive	"    3"
vismāpay	Verb	10	P.	vismāpayat			"Present Ind."	"    3"
vistāray	Verb	10	P.	vistārayati	Third	Sg.	"Present Ind."	"    3"
saṁmudray	Denom.	0	P.	saṃmudrya			Absolutive	"    3"
vikṣobhay	Verb	10	Ā	vikṣobhyamāṇa			"Present Passive"	"    3"
paryagnikṛ	Verb	8	P.	paryagnikṛta			"Past Passive Participle"	"    3"
saṁpātay	Verb	10	P.	samapātayat	Third	Sg.	"Imperfect ind"	"    3"
dūrīkṛ	Verb	8	P.	dūrīkaroti	Third	Sg.	"Present Ind."	"    3"
dūrīkṛ	Verb	8	P.	dūrīkariṣyati	Third	Sg.	"Future Ind."	"    3"
palāy	Denom.	0	P.	palāyiṣṭa	Third	Sg.	"Aorist Ind. Is."	"    3"
palāy	Denom.	0	P.	palāyathāḥ	Second	Sg.	"Imperfect ind"	"    3"
vācay	Verb	10	Ā	vācyatām	Third	Sg.	"Pres. Imperative Passive"	"    3"
khanay	Verb	10	P.	khanayet	Third	Sg.	"Pres. Potential"	"    3"
mokṣay	Verb	10	Ā	mokṣayethāḥ	Second	Sg.	"Pres. Potential"	"    3"
mokṣay	Verb	10	Ā	mokṣayitum			Infinitive	"    3"
saṁsrāvay	Verb	10	P.	saṃsrāvya			Absolutive	"    3"
prapāday	Verb	10	Ā	prapādayanti	Third	Pl.	"Present Ind."	"    3"
ācāmay	Verb	10	P.	ācāmya			Absolutive	"    3"
ghaṭay	Verb	10	Ā	ghaṭayet	Third	Sg.	"Pres. Potential"	"    3"
ghaṭay	Verb	10	Ā	ghaṭaya	Second	Sg.	"Pres. Imp."	"    3"
ghaṭay	Verb	10	Ā	ghaṭayat			"Present Ind."	"    3"
ghaṭay	Verb	10	Ā	ghaṭayitvā			Absolutive	"    3"
visarjay	Verb	10	Ā	vyasarjayan	Third	Pl.	"Imperfect ind"	"    3"
visarjay	Verb	10	Ā	visarjyatām	Third	Sg.	"Pres. Imperative Passive"	"    3"
prakaṭīkṛ	Verb	8	P.	prakaṭīkaroti	Third	Sg.	"Present Ind."	"    3"
prakaṭīkṛ	Verb	8	P.	prakaṭīkriyate	Third	Sg.	"Present Passive"	"    3"
abhyarcay	Verb	10	Ā	abhyarcayat			"Present Ind."	"    3"
svāpay	Verb	10	P.	svāpaya	Second	Sg.	"Pres. Imp."	"    3"
ākarṣay	Verb	10	P.	ākarṣayati	Third	Sg.	"Present Ind."	"    3"
ākarṣay	Verb	10	P.	ākarṣayet	Third	Sg.	"Pres. Potential"	"    3"
vyañjay	Verb	10	P.	vyañjayanti	Third	Pl.	"Present Ind."	"    3"
pramāpay	Verb	10	P.	pramāpayet	Third	Sg.	"Pres. Potential"	"    3"
śikṣ	Verb	6	P.	śikṣāmi	First	Sg.	"Present Ind."	"    3"
śikṣ	Verb	6	P.	śikṣasi	Second	Sg.	"Present Ind."	"    3"
śikṣ	Verb	6	P.	śikṣitum			Infinitive	"    3"
bhikṣ	Verb	1	P.	bhikṣate	Third	Sg.	"Present Ind."	"    3"
pāvay	Verb	10	Ā	pāvayitvā			Absolutive	"    3"
śuśrūṣ	Verb	1	P.	śuśrūṣāmahe	First	Pl.	"Present Ind."	"    3"
śuśrūṣ	Verb	1	P.	śuśrūṣa	Second	Sg.	"Pres. Imp."	"    3"
śuśrūṣ	Verb	1	P.	śuśrūṣanti	Third	Pl.	"Present Ind."	"    3"
saṁkocay	Verb	10	P.	saṃkocita			"Past Passive Participle"	"    3"
arhay	Verb	10	Ā	arhayanti	Third	Pl.	"Present Ind."	"    3"
samupāhṛ	Verb	2	P.	samupāharet	Third	Sg.	"Pres. Potential"	"    3"
pracal	Verb	1	P.	pracalanti	Third	Pl.	"Present Ind."	"    3"
pracal	Verb	1	P.	pracalet	Third	Sg.	"Pres. Potential"	"    3"
adhiṣṭhāpay	Verb	10	P.	adhiṣṭhāpya			Absolutive	"    3"
viśramay	Verb	10	P.	viśramayat			"Present Ind."	"    3"
viśramay	Verb	10	P.	viśramayya			Absolutive	"    3"
samucchal	Verb	1	P.	samucchalat			"Present Ind."	"    3"
ucchal	Verb	1	P.	ucchalita			"Past Passive Participle"	"    3"
mahīy	Denom.	0	P.	amahīyanta	Third	Pl.	"Imperfect ind"	"    3"
stenay	Denom.	0	P.	stenayet	Third	Sg.	"Pres. Potential"	"    3"
jighāṁs	Denom.	0	Ā	ajighāṃsan	Third	Pl.	"Imperfect ind"	"    3"
kṣap	Verb	1	Ā	kṣapitvā			Absolutive	"    3"
prārpay	Verb	10	P.	prārpayatu	Third	Sg.	"Pres. Imp."	"    3"
titikṣ	Desid.	0	P.	titikṣat			"Present Ind."	"    3"
titikṣ	Desid.	0	P.	titikṣat			"Present Ind."	"    3"
titikṣ	Desid.	0	P.	titikṣita			"Past Passive Participle"	"    3"
titikṣ	Desid.	0	P.	titikṣitum			Infinitive	"    3"
hrī	Verb	3	P.	hrīyamāṇa			"Present Passive"	"    3"
roro	Int.	0	P.	aroravīt	Third	Sg.	"Imperfect ind"	"    3"
vaṣaṭkṛ	Verb	8	P.	vaṣaṭkurvanti	Third	Pl.	"Present Ind."	"    3"
anupratipad	Verb	4	Ā	anupratipadyate	Third	Sg.	"Present Ind."	"    3"
praśnay	Denom.	0	P.	praśnayati	Third	Sg.	"Present Ind."	"    3"
krāmay	Verb	10	Ā	krāmayet	Third	Sg.	"Pres. Potential"	"    3"
sukhay	Denom.	0	P.	sukhayatu	Third	Sg.	"Pres. Imp."	"    3"
suprasad	Verb	1	P.	suprasīdati	Third	Sg.	"Present Ind."	"    3"
saṁśrāvay	Verb	10	P.	saṃśrāvya			Absolutive	"    3"
pratiṣedhay	Verb	10	P.	pratiṣedhayāmaḥ	First	Pl.	"Present Ind."	"    3"
pratiṣedhay	Verb	10	P.	pratiṣedhayanti	Third	Pl.	"Present Ind."	"    3"
saṁsūcay	Denom.	0	P.	saṃsūcita			"Past Passive Participle"	"    3"
mṛgay	Denom.	0	P.	mṛgayati	Third	Sg.	"Present Ind."	"    3"
mṛgay	Denom.	0	P.	mṛgayanti	Third	Pl.	"Present Ind."	"    3"
mṛgay	Denom.	0	P.	mṛgayeta	Third	Sg.	"Pres. Potential"	"    3"
parihāpay	Verb	10	P.	parihāpayet	Third	Sg.	"Pres. Potential"	"    3"
vibhūṣay	Verb	10	P.	vibhūṣayati	Third	Sg.	"Present Ind."	"    3"
vibhūṣay	Verb	10	P.	vibhūṣayanti	Third	Pl.	"Present Ind."	"    3"
vibhūṣay	Verb	10	P.	vibhūṣayat			"Present Ind."	"    3"
saṁmohay	Verb	10	P.	saṃmohya			Absolutive	"    3"
vigarhay	Verb	10	Ā	vyagarhayan	Third	Pl.	"Imperfect ind"	"    3"
vimocay	Verb	10	Ā	vimocya			Absolutive	"    3"
pradiś	Verb	6	Ā	pradiśatu	Third	Sg.	"Pres. Imp."	"    3"
pradiś	Verb	6	Ā	pradiśantu	Third	Pl.	"Pres. Imp."	"    3"
pradiś	Verb	6	Ā	prādiśat	Third	Sg.	"Imperfect ind"	"    3"
pradiś	Verb	6	Ā	pradiśat			"Present Ind."	"    3"
ākṣāray	Verb	10	P.	ākṣārita			"Past Passive Participle"	"    3"
sajjay	Verb	10	Ā	sajjita			"Past Passive Participle"	"    3"
samalaṁkṛ	Verb	8	Ā	samalaṃcakruḥ	Third	Pl.	"Perfect Ind."	"    3"
nirvāsay	Verb	10	P.	nirvāsayet	Third	Sg.	"Pres. Potential"	"    3"
nisṛj	Verb	6	P.	nisṛṣṭavat			"Past Active Participle"	"    3"
vyāpāray	Verb	10	P.	vyāpārita			"Past Passive Participle"	"    3"
kālay	Verb	10	Ā	kālayanti	Third	Pl.	"Present Ind."	"    3"
kālay	Verb	10	Ā	kālayat			"Present Ind."	"    3"
jihās	Desid.	0	P.	jihāsat			"Present Ind."	"    3"
maṇḍay	Denom.	0	Ā	maṇḍayāṃcakrire	Third	Pl.	"Perfect Ind. Peri."	"    3"
vyapās	Verb	4	P.	vyapāsya			Absolutive	"    3"
namasy	Denom.	0	P.	namasyata	Second	Pl.	"Pres. Imp."	"    3"
saṁpradhāv	Verb	1	P.	saṃpradhāvat			"Present Ind."	"    3"
paripālay	Verb	10	Ā	paryapālayan	Third	Pl.	"Imperfect ind"	"    3"
paripālay	Verb	10	Ā	paripālanīya			"Future passive particle"	"    3"
paripālay	Verb	10	Ā	paripālayitvā			Absolutive	"    3"
dolāy	Denom.	0	Ā	dolāyate	Third	Sg.	"Present Ind."	"    3"
cirāy	Denom.	0	Ā	cirāyate	Third	Sg.	"Present Ind."	"    3"
cirāy	Denom.	0	Ā	cirāyasi	Second	Sg.	"Present Ind."	"    3"
ṛch	Verb	5	Ā	archanti	Third	Pl.	"Present Ind."	"    3"
ṛch	Verb	5	Ā	ārat	Third	Sg.	"Aorist Ind. Them."	"    3"
ṛch	Verb	5	Ā	ṛṇvan	Third	Pl.	"Present Jus."	"    3"
ṛch	Verb	5	Ā	ṛṇavaḥ	Second	Sg.	"Pres. Sub."	"    3"
ṛch	Verb	5	Ā	āre	Third	Sg.	"Perfect Ind."	"    3"
ṛch	Verb	5	Ā	aranta	Third	Pl.	"Aorist Jus."	"    3"
ṛch	Verb	5	Ā	ṛcchat			"Present Ind."	"    3"
samudānī	Verb	1	Ā	samudānayitum			Infinitive	"    3"
jijīviṣ	Desid.	0	Ā	jijīviṣet	Third	Sg.	"Pres. Potential"	"    3"
saṁpraharṣay	Verb	10	P.	saṃpraharṣaya	Second	Sg.	"Pres. Imp."	"    3"
upanāyay	Verb	10	P.	upanāyayet	Third	Sg.	"Pres. Potential"	"    3"
pidhā	Verb	3	Ā	pidadhuḥ	Third	Pl.	"Perfect Ind."	"    3"
pidhā	Verb	3	Ā	pidheya			"Future passive particle"	"    3"
mīmāṁs	Int.	0	Ā	mīmāṃsate	Third	Sg.	"Present Ind."	"    3"
mīmāṁs	Int.	0	Ā	mīmāṃsitvā			Absolutive	"    3"
mīmāṁs	Int.	0	Ā	mīmāṃsamāna			"Present Ind."	"    3"
stanay	Verb	10	P.	stanayanti	Third	Pl.	"Present Ind."	"    3"
stanay	Verb	10	P.	stanaya	Second	Sg.	"Pres. Imp."	"    3"
daray	Verb	10	P.	darayat			"Present Ind."	"    3"
saṁdīpay	Verb	10	Ā	saṃdīpya			Absolutive	"    3"
niyāmay	Verb	10	P.	niyāmita			"Past Passive Participle"	"    3"
kranday	Verb	10	P.	krandaya	Second	Sg.	"Pres. Imp."	"    3"
pravip	Verb	1	Ā	pravepate	Third	Sg.	"Present Ind."	"    3"
spṛh	Verb	6	P.	spṛhat			"Present Ind."	"    3"
ālepay	Verb	10	Ā	ālepya			Absolutive	"    3"
bahulībhū	Verb	1	P.	bahulībhavanti	Third	Pl.	"Present Ind."	"    3"
śivībhū	Verb	1	P.	śivībhavet	Third	Sg.	"Pres. Potential"	"    3"
vedhay	Verb	10	Ā	vedhayitvā			Absolutive	"    3"
śāyay	Verb	10	P.	śāyayitvā			Absolutive	"    3"
śrapay	Verb	10	Ā	śrapayanti	Third	Pl.	"Present Ind."	"    3"
śrapay	Verb	10	Ā	śrapayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    3"
śrapay	Verb	10	Ā	śrapyamāṇa			"Present Passive"	"    3"
namay	Verb	10	P.	namayitvā			Absolutive	"    3"
āliṅg	Verb	1	P.	āliṅgate	Third	Sg.	"Present Ind."	"    3"
āliṅg	Verb	1	P.	āliṅgitavat			"Past Active Participle"	"    3"
vañcay	Verb	10	Ā	vañcyate	Third	Sg.	"Present Passive"	"    3"
vañcay	Verb	10	Ā	vañcayitavya			"Future passive particle"	"    3"
jigīṣ	Desid.	0	Ā	jigīṣati	Third	Sg.	"Present Ind."	"    3"
prāduṣkṛ	Verb	8	Ā	prāduṣkarot	Third	Sg.	"Imperfect ind"	"    3"
udas	Verb	4	Ā	udāse	Third	Sg.	"Perfect Ind."	"    3"
adhimuc	Verb	6	P.	adhimoktum			Infinitive	"    3"
saṁprakāśay	Verb	10	Ā	saṃprakāśayati	Third	Sg.	"Present Ind."	"    3"
saṁprakāśay	Verb	10	Ā	saṃprakāśayanti	Third	Pl.	"Present Ind."	"    3"
saṁprakāśay	Verb	10	Ā	saṃprakāśayitavya			"Future passive particle"	"    3"
saṁmānay	Verb	10	P.	saṃmānyatām	Third	Sg.	"Pres. Imperative Passive"	"    3"
saṁmānay	Verb	10	P.	saṃmānayat			"Present Ind."	"    3"
saṁmānay	Verb	10	P.	saṃmānitavat			"Past Active Participle"	"    3"
samākuñc	Verb	6	P.	samākuñcita			"Past Passive Participle"	"    3"
yiyās	Desid.	0	P.	yiyāsati	Third	Sg.	"Present Ind."	"    3"
upaśikṣ	Verb	6	Ā	upaśikṣati	Third	Sg.	"Present Ind."	"    3"
upaśikṣ	Verb	6	Ā	upaśikṣat			"Present Ind."	"    3"
upaśikṣ	Verb	6	Ā	upaśikṣitum			Infinitive	"    3"
kajjalīkṛ	Verb	8	P.	kajjalīkṛta			"Past Passive Participle"	"    3"
upaghuṣ	Verb	1	Ā	upaghuṣṭa			"Past Passive Participle"	"    3"
didṛkṣ	Desid.	0	Ā	didṛkṣate	Third	Sg.	"Present Ind."	"    3"
niruh	Verb	1	P.	nirūḍha			"Past Passive Participle"	"    3"
ghuraghurāy	Denom.	0	Ā	ghuraghurāyate	Third	Sg.	"Present Ind."	"    3"
śeṣībhū	Verb	1	P.	śeṣībhūta			"Past Passive Participle"	"    3"
viloḍay	Verb	10	P.	viloḍayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    3"
viloḍay	Verb	10	P.	viloḍya			Absolutive	"    3"
